2015-01-24 19:34:59,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:00,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:01,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:02,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:03,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:04,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:05,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:06,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:07,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:08,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:09,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:10,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:11,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:12,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:13,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:14,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:15,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:16,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:17,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:18,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:19,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:20,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:21,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:22,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:23,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:24,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:25,354 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeObserver 43 - key:name, value:tony
2015-01-24 19:35:25,355 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeObserver 43 - key:log.base, value:logs/
2015-01-24 19:35:25,356 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeObserver 43 - key:pass, value:123
2015-01-24 19:35:25,356 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 77 - file changed for test.properties
2015-01-24 19:35:26,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:27,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:28,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:29,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:30,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:35:31,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
